,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Churn
282,283,15643024,Huang,479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1,0.20403525
283,284,15699389,Ch'ien,807,France,Male,42,7,118274.71,1,1,1,25885.72,0,0.051228404
284,285,15708608,Wallwork,799,France,Female,22,8,174185.98,2,0,1,192633.85,0,0.08698359
285,286,15626144,Chu,675,France,Male,40,7,113208.86,2,1,0,34577.36,0,0.09747124
286,287,15573112,Kang,602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0,0.20769387
287,288,15790678,Davidson,475,France,Female,32,8,119023.28,1,1,0,100816.29,0,0.26367182
288,289,15727556,O'Donnell,744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0,0.059687585
289,290,15697307,Nnachetam,588,Spain,Male,34,10,0.0,2,1,0,79078.91,0,0.008564502
290,291,15652266,Chidiebele,703,Germany,Male,42,9,63227.0,1,0,1,137316.32,0,0.46068686
291,292,15607098,Ahmed,747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0,0.1497539
292,293,15655774,Booth,583,France,Male,27,7,0.0,2,1,0,51285.49,0,0.008944213
293,294,15590241,Chuang,750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1,0.06137523
294,295,15785819,Shao,681,France,Male,38,3,0.0,2,1,1,112491.96,0,0.0005377233
295,296,15723654,Tsao,773,France,Male,25,2,135903.33,1,1,0,73656.38,0,0.033429056
296,297,15774510,Tien,714,France,Female,31,4,125169.26,1,1,1,106636.89,0,0.08547744
297,298,15684173,Chang,687,Spain,Female,44,7,0.0,3,1,0,155853.52,1,0.90620065
298,299,15650068,Johnson,511,France,Male,58,0,149117.31,1,1,1,162599.51,0,0.038187057
299,300,15811490,French,627,France,Male,33,5,0.0,2,1,1,103737.82,0,0.007573396
300,301,15803976,Efremov,694,France,Female,31,10,0.0,2,1,0,160990.27,0,0.05273956
301,302,15682541,Hartley,616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0,0.07664749
302,303,15695699,Calabrese,687,France,Male,35,8,0.0,2,1,0,10334.05,0,0.009450436
303,304,15624188,Chiu,712,France,Female,33,6,0.0,2,1,1,190686.16,0,0.024804413
304,305,15812191,Brennan,553,France,Male,33,4,118082.89,1,0,0,94440.45,0,0.074157864
305,306,15636673,Onwuatuegwu,667,France,Male,31,1,119266.69,1,1,1,28257.63,0,0.008279443
306,307,15594898,Hewitt,731,France,Male,43,2,0.0,1,1,1,170034.95,1,0.7817369
307,308,15660211,Shih,629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0,0.08287209
308,309,15773972,Balashov,614,France,Male,50,4,137104.47,1,1,0,127166.49,1,0.8731203
309,310,15746726,Doyle,438,Germany,Male,31,8,78398.69,1,1,0,44937.01,0,0.3875159
310,311,15712287,Pokrovskii,652,France,Female,80,4,0.0,2,1,1,188603.07,0,2.1003307e-06
311,312,15702919,Collins,729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0,0.25493157
312,313,15674398,Russo,642,France,Male,38,3,0.0,2,0,0,171463.83,0,0.0014331937
313,314,15797960,Skinner,806,Germany,Female,59,0,135296.33,1,1,0,182822.5,0,0.5755632
314,315,15631868,Robertson,744,Spain,Male,36,2,153804.44,1,1,1,87213.33,0,0.026034027
315,316,15581539,Atkinson,474,Spain,Male,37,3,0.0,2,0,0,57175.32,0,0.00975889
316,317,15662736,Doyle,559,France,Male,49,2,147069.78,1,1,0,120540.83,1,0.9777926
317,318,15666252,Ritchie,706,Spain,Male,42,9,0.0,2,1,1,28714.34,0,0.009763032
318,319,15677512,McEncroe,628,Spain,Female,22,3,0.0,1,1,0,85426.28,0,0.27410698
319,320,15626114,Pearson,429,France,Male,24,4,95741.75,1,1,0,46170.75,0,0.07307887
320,321,15810834,Gordon,525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0,0.33468837
321,322,15678910,Ts'ai,680,France,Female,30,8,141441.75,1,1,1,16278.97,0,0.0564799
322,323,15694408,Lung,749,France,Male,40,1,139290.41,1,1,0,182855.42,1,0.86815864
323,324,15585215,Yuan,763,France,Female,31,4,0.0,2,0,0,50404.72,0,0.048434287
324,325,15682757,Pardey,734,France,Male,30,3,0.0,2,1,0,107640.25,0,0.00034362078
325,326,15736601,Tai,716,France,Male,35,4,144428.87,1,1,0,134132.65,0,0.17455685
326,327,15601848,Scott,594,France,Male,35,2,0.0,2,1,0,103480.69,0,0.00012487173
327,328,15736008,Hunter,644,France,Female,46,9,95441.27,1,1,0,108761.05,1,0.4862422
328,329,15669064,Mazzanti,671,Germany,Male,35,1,144848.74,1,1,1,179012.3,0,0.043530524
329,330,15624528,L?,664,Germany,Male,26,7,116244.14,2,1,1,95145.14,0,0.012193829
330,331,15598493,Beach,656,France,Male,50,7,0.0,2,0,1,72143.44,0,0.07494056
331,332,15601274,Hsieh,667,Spain,Female,40,1,146502.07,1,1,0,19162.89,0,0.0588682
332,333,15702669,Faulkner,663,Germany,Male,44,2,117028.6,2,0,1,144680.18,0,0.0023142993
333,334,15728669,Knowles,584,Germany,Female,30,8,112013.81,1,1,0,177772.03,1,0.43664002
334,335,15742668,Day,626,Spain,Female,37,6,108269.37,1,1,0,5597.94,0,0.2303218
335,336,15697441,Hsueh,485,France,Male,29,7,182123.79,1,1,0,116828.51,1,0.19552067
336,337,15740476,Tsao,659,Germany,Female,32,3,150923.74,2,0,1,174652.51,0,0.0129030645
337,338,15648064,Kennedy,649,France,Male,33,2,0.0,2,1,0,2010.98,0,0.000911057
338,339,15636624,Nwabugwu,805,Spain,Female,39,5,165272.13,1,1,0,14109.85,1,0.34218478
339,340,15807923,Young,716,Germany,Female,39,10,115301.31,1,1,0,43527.4,1,0.55052745
340,341,15745844,Kerr,642,Germany,Female,40,6,129502.49,2,0,1,86099.23,1,0.10850355
341,342,15786170,Tien,659,France,Male,31,4,118342.26,1,0,0,161574.19,0,0.09813151
342,343,15681081,Marrero,545,Spain,Female,47,5,0.0,2,1,1,38970.14,0,0.049233258
343,344,15684484,White,543,France,Male,22,8,0.0,2,0,0,127587.22,0,0.013546228
344,345,15785869,Pisano,718,France,Female,25,7,0.0,2,1,0,30380.12,0,0.023513943
345,346,15763859,Brown,840,France,Female,43,7,0.0,2,1,0,90908.95,0,0.040349275
346,347,15658935,Freeman,630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0,0.14020044
347,348,15747358,Russell,643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0,0.62301564
348,349,15735203,Seleznyov,654,Germany,Female,32,1,114510.85,1,1,1,126143.23,0,0.0077596605
349,350,15576256,Yusupova,582,France,Male,39,5,0.0,2,1,1,129892.93,0,0.0085145235
350,351,15659420,Foley,659,Spain,Male,32,3,107594.11,2,1,1,102416.84,0,0.011207193
351,352,15593365,Shih,762,Spain,Male,39,2,81273.13,1,1,1,18719.67,0,0.01977846
352,353,15777352,Ikedinachukwu,568,Spain,Female,32,7,169399.6,1,1,0,61936.22,0,0.19523898
353,354,15812007,Power,670,Spain,Male,25,6,0.0,2,1,1,78358.94,0,0.008301288
354,355,15625461,Amos,613,France,Female,45,1,187841.99,2,1,1,147224.27,0,0.13229895
355,356,15739438,Reed,539,France,Male,30,0,0.0,2,1,0,160979.66,0,4.522699e-05
356,357,15611759,Simmons,850,Spain,Female,57,8,126776.3,2,1,1,132298.49,0,0.052283198
357,358,15661629,Ricci,522,Spain,Male,34,9,126436.29,1,1,0,174248.52,1,0.104934126
358,359,15633950,Yen,737,France,Male,41,1,101960.74,1,1,1,123547.28,0,0.026744634
359,360,15592386,Campbell,520,France,Male,58,3,0.0,2,0,1,32790.02,0,0.011373848
360,361,15803716,West,706,Spain,Male,28,3,0.0,2,0,1,181543.67,0,0.0045277774
361,362,15696674,Robinson,643,Germany,Female,45,2,150842.93,1,0,1,2319.96,1,0.7034786
362,363,15706365,Bianchi,648,France,Female,50,9,102535.57,1,1,1,189543.19,0,0.3062317
363,364,15745088,Chen,443,Germany,Female,29,9,99027.61,2,1,0,10940.4,0,0.09527838
364,365,15676715,Madukaego,640,France,Male,68,9,0.0,2,1,1,199493.38,0,0.0068055987
365,366,15613085,Ibrahimova,628,Spain,Female,33,3,0.0,1,1,1,188193.25,0,0.095356494
366,367,15633537,Nolan,540,Germany,Female,42,9,87271.41,2,1,0,172572.64,0,0.20081607
367,368,15594720,Scott,460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0,0.07139918
368,369,15684042,Blair,636,Germany,Male,34,2,40105.51,2,0,1,53512.16,0,0.00020086765
369,370,15583303,Monaldo,593,France,Female,29,2,152265.43,1,1,0,34004.44,0,0.1592198
370,371,15611579,Sutherland,801,Spain,Male,42,4,141947.67,1,1,1,10598.29,0,0.09755781
371,372,15774696,Cole,640,Germany,Female,75,1,106307.91,2,0,1,113428.77,0,0.38952112
372,373,15694506,Briggs,611,Germany,Male,31,0,107884.81,2,1,1,183487.98,0,2.8295403e-06
373,374,15688074,Gregory,802,Germany,Male,31,1,125013.72,1,1,1,187658.09,0,0.0022313595
374,375,15759537,Bianchi,717,Germany,Male,35,7,58469.37,2,1,1,172459.39,0,0.011740088
375,376,15758449,Angelo,769,France,Female,39,8,0.0,1,0,1,21016.0,0,0.20069018
376,377,15583456,Gardiner,745,Germany,Male,45,10,117231.63,3,1,1,122381.02,1,0.9396966
377,378,15667871,Kerr,572,Spain,Male,35,4,152390.26,1,1,0,128123.66,0,0.2324824
378,379,15677371,Ko,629,Spain,Female,30,2,34013.63,1,1,0,19570.63,0,0.3439512
379,380,15629677,Distefano,687,Spain,Female,39,2,0.0,3,0,0,188150.6,1,0.74071187
380,381,15713578,Farrell,483,France,Female,50,9,0.0,2,1,1,111020.24,0,0.09793687
381,382,15591509,Milano,690,France,Male,36,7,101583.11,2,1,0,123775.15,0,0.062966704
382,383,15568240,Ting,492,Germany,Female,30,10,77168.87,2,0,1,146700.22,0,0.036854833
383,384,15622993,Boyd,709,Germany,Male,28,8,124695.72,2,1,0,145251.35,0,0.037445843
384,385,15689294,Onyemaechi,705,Germany,Male,44,3,105934.96,1,1,0,82463.69,0,0.7007878
385,386,15720910,Black,560,France,Female,66,9,0.0,1,1,1,15928.49,0,0.023795784
386,387,15721181,Oliver,611,Spain,Male,46,6,0.0,2,1,0,45886.33,0,0.045453668
387,388,15776433,Greco,730,Spain,Male,62,2,0.0,2,1,1,186489.95,0,0.010305554
388,389,15748936,Whitehead,709,Spain,Female,45,2,0.0,2,0,1,162922.65,0,0.0061781406
389,390,15717225,Ikemefuna,544,France,Female,21,10,161525.96,2,1,0,9262.77,0,0.049121857
390,391,15685226,Morrison,712,Germany,Female,29,7,147199.07,1,1,1,84932.4,0,0.2101666
391,392,15785611,Onyeoruru,752,Germany,Male,38,3,183102.29,1,1,1,71557.12,0,0.24180579
392,393,15573456,Cunningham,648,Spain,Male,46,9,127209.0,2,1,0,77405.95,1,0.118345946
393,394,15684548,Demidov,556,Spain,Male,38,8,0.0,2,0,0,417.41,1,0.029711902
394,395,15620505,Celis,594,Spain,Female,24,0,97378.54,1,1,1,71405.17,0,0.004808992
395,396,15807432,Cheng,645,Germany,Female,37,2,136925.09,2,0,1,153400.24,0,0.0026421547
396,397,15584766,Knight,557,France,Male,33,3,54503.55,1,1,1,371.05,0,0.01787731
397,398,15612187,Morin,547,Germany,Male,32,8,155726.85,1,1,0,67789.99,0,0.35060814
398,399,15762218,Mills,701,France,Female,39,9,0.0,2,0,1,145894.9,0,0.055879265
399,400,15646372,Outhwaite,616,France,Female,66,1,135842.41,1,1,0,183840.51,1,0.9959562
400,401,15690452,Tung,605,France,Male,52,1,63349.75,1,1,0,108887.44,0,0.8285024
401,402,15747795,Pai,593,Germany,Female,38,4,129499.42,1,1,1,154071.27,0,0.37163877
402,403,15781589,Carpenter,751,Spain,Male,52,8,0.0,2,0,1,179291.85,0,0.0380736
403,404,15732674,Fennell,443,Spain,Male,36,6,70438.01,2,0,1,56937.43,0,0.032735854
404,405,15642291,Fontaine,685,France,Male,23,8,0.0,2,1,1,112239.03,0,0.005087614
405,406,15692761,Pratt,718,France,Male,36,9,0.0,1,1,0,45909.87,0,0.20664373
406,407,15578045,Mitchell,538,Spain,Female,49,9,141434.04,1,0,0,173779.25,1,0.8978057
407,408,15745354,Franklin,611,Spain,Female,37,4,0.0,2,1,0,125696.26,0,0.040831774
408,409,15701376,K'ung,668,Germany,Male,37,10,152958.29,2,1,1,159585.61,0,0.019576967
409,410,15691625,Ko,537,Germany,Female,41,3,138306.34,1,1,0,106761.47,0,0.32029635
410,411,15566594,McKenzie,709,Spain,Male,23,10,0.0,2,0,0,129590.18,0,0.004790902
411,412,15760431,Pino,850,France,Male,38,1,0.0,2,1,1,80006.65,0,0.0013073087
412,413,15686302,Fisk,745,Spain,Female,31,3,124328.84,1,1,1,140451.52,0,0.044038653
413,414,15801559,Chiang,693,Germany,Female,41,9,181461.48,3,1,1,187929.43,1,0.99983454
414,415,15810432,Moseley,795,Spain,Male,35,8,0.0,2,1,0,167155.36,0,0.011137098
415,416,15809616,Hsiung,626,Spain,Male,26,8,0.0,2,0,0,191420.71,0,0.00784719
416,417,15720559,Heath,487,Germany,Female,61,5,110368.03,1,0,0,11384.45,1,0.9981339
417,418,15695632,Dellucci,556,France,Female,39,9,89588.35,1,1,1,94898.1,0,0.090143144
418,419,15659843,Li,643,France,Female,46,6,0.0,2,0,0,106781.59,0,0.09121838
419,420,15615624,De Salis,605,France,Female,28,6,0.0,2,0,0,159508.52,0,0.039422393
420,421,15810418,T'ang,756,Germany,Female,60,3,115924.89,1,1,0,93524.19,1,0.9794914
421,422,15716186,Richardson,586,France,Female,38,2,0.0,2,1,0,87168.46,0,0.19351915
422,423,15674551,Fitch,535,Germany,Male,40,7,111756.5,1,1,0,8128.32,1,0.5679065
423,424,15622834,Stevenson,678,France,Female,35,4,0.0,1,1,0,125518.32,0,0.43144843
424,425,15566111,Estes,596,France,Male,39,9,0.0,1,1,0,48963.59,0,0.23748022
425,426,15784597,Lattimore,648,France,Male,26,9,162923.85,1,1,0,98368.24,0,0.10072479
426,427,15652883,Chung,492,Germany,Male,39,10,124576.65,2,1,0,148584.61,0,0.1113638
427,428,15806964,Utz,702,France,Male,45,0,80793.58,1,1,1,27474.81,0,0.38954693
428,429,15576313,Wei,486,Germany,Female,40,9,71340.09,1,1,0,76192.21,0,0.57763284
429,430,15806467,Boyle,568,Germany,Male,40,1,99282.63,1,0,0,134600.94,1,0.9915413
430,431,15597602,Nwachinemelu,619,Germany,Male,57,3,137946.39,1,1,1,72467.99,1,0.6653841
431,432,15743040,Kuznetsova,724,Germany,Male,41,2,127892.57,2,0,1,199645.45,0,0.0011163354
432,433,15705521,Pisani,548,Germany,Female,33,0,101084.36,1,1,0,42749.85,0,0.7339215
433,434,15595039,Manna,545,Germany,Female,37,8,114754.08,1,1,0,136050.44,1,0.457416
434,435,15799384,Collier,683,France,Male,33,8,0.0,1,0,0,73564.44,0,0.13394603
435,436,15581197,Ricci,762,France,Female,51,3,99286.98,1,0,1,85578.63,0,0.53684425
436,437,15693737,Carr,627,Germany,Female,30,4,79871.02,2,1,0,129826.89,0,0.29356843
437,438,15624623,Hs?,516,France,Male,35,10,104088.59,2,0,0,119666.0,0,0.042732716
438,439,15783501,Findlay,800,France,Female,38,2,168190.33,2,1,0,68052.08,0,0.09489533
439,440,15690134,Hughes,464,Germany,Female,42,3,85679.25,1,1,1,164104.74,0,0.5611524
440,441,15782735,Chukwuemeka,626,France,Female,35,3,0.0,1,0,0,80190.36,0,0.3771823
441,442,15611088,Genovese,790,France,Female,31,9,0.0,2,1,0,84126.75,0,0.03517151
442,443,15672145,Swift,534,France,Female,34,7,121551.58,2,1,1,70179.0,0,0.045469373
443,444,15732628,Ugoji,745,France,Male,46,2,122220.19,1,1,1,118024.1,0,0.1585567
444,445,15787470,Parkinson,553,Spain,Male,47,3,116528.15,1,0,0,145704.19,1,0.5960369
445,446,15803406,Ross,748,France,Female,26,1,77780.29,1,0,1,183049.41,0,0.018052876
446,447,15730460,Oleary,722,France,Male,37,2,0.0,1,0,0,120906.83,0,0.0013885498
447,448,15644572,Turnbull,501,France,Male,40,4,125832.2,1,1,1,100433.83,0,0.18270516
448,449,15694860,Uspensky,675,France,Female,38,6,68065.8,1,0,0,138777.0,1,0.22825813
449,450,15658169,Cook,778,Spain,Female,47,6,127299.34,2,1,0,124694.99,0,0.12257078
450,451,15794396,Newbold,494,Germany,Female,38,7,174937.64,1,1,0,40084.32,0,0.42914107
451,452,15785798,Uchechukwu,850,France,Male,40,9,0.0,2,0,1,119232.33,0,0.019332737
452,453,15710825,Ch'en,592,Spain,Male,31,7,110071.1,1,0,0,43921.36,0,0.06596938
453,454,15668444,He,590,Spain,Female,44,3,139432.37,1,1,0,62222.81,0,0.313434
454,455,15726631,Hilton,758,France,Female,39,6,127357.76,1,0,1,56577.0,0,0.049913555
455,456,15733797,Sal,506,France,Male,36,5,0.0,2,1,0,164253.35,0,0.0122874975
456,457,15747960,Eluemuno,733,France,Male,33,3,0.0,1,1,1,7666.73,0,0.041767567
457,458,15634632,Titus,711,France,Male,38,3,0.0,2,1,0,68487.51,0,0.0019328892
458,459,15707362,Yin,514,Germany,Male,43,1,95556.31,1,0,1,199273.98,1,0.7969745
459,460,15662976,Lettiere,637,Spain,Male,37,8,0.0,1,1,1,186062.36,0,0.14642707
460,461,15732778,Templeman,468,Germany,Male,29,1,111681.98,2,1,1,195711.16,0,0.0019432902
461,462,15718443,Chibuzo,539,France,Male,39,3,0.0,2,1,0,36692.17,0,0.00098598
462,463,15670039,Sun,509,Spain,Female,25,3,108738.71,2,1,0,106920.57,0,0.08925083
463,464,15773792,Evans,662,France,Female,32,4,133950.37,1,1,1,48725.68,1,0.09011683
464,465,15613786,Ogbonnaya,818,Spain,Male,26,4,0.0,2,1,1,167036.94,0,0.008675694
465,466,15726032,Enyinnaya,608,France,Male,33,9,89968.69,1,1,0,68777.26,0,0.053536475
466,467,15663252,Olisanugo,850,Spain,Female,32,9,0.0,2,1,1,18924.92,0,0.019282997
467,468,15593782,Brookes,816,Germany,Female,38,5,130878.75,3,1,0,71905.77,1,0.6908587
468,469,15633283,Padovano,536,France,Male,35,8,0.0,2,1,0,64833.28,0,0.009571105
469,470,15749167,Fisk,753,France,Male,35,3,0.0,2,1,1,184843.77,0,0.0008367896
470,471,15759298,Shih,631,Spain,Male,27,10,134169.62,1,1,1,176730.02,0,0.016209215
471,472,15683625,Hare,703,France,Male,37,1,149762.08,1,1,0,20629.4,1,0.50201035
472,473,15635367,Muir,774,France,Male,26,2,93844.69,1,1,0,28415.36,0,0.034160644
473,474,15681705,Fanucci,785,France,Male,28,8,0.0,2,1,0,77231.27,0,0.008001268
474,475,15603156,Elewechi,571,France,Female,33,1,0.0,2,1,0,102750.7,0,0.09523305
475,476,15591986,Johnston,621,Germany,Male,46,6,141078.37,1,0,0,34580.8,1,0.7287375
476,477,15798888,Pisano,605,Germany,Female,31,1,117992.59,1,1,1,183598.77,0,0.017025054
477,478,15809722,Ankudinov,611,France,Female,40,8,100812.33,2,1,0,147358.27,0,0.12436476
478,479,15677538,Nwokike,569,France,Male,38,7,0.0,1,1,1,108469.2,0,0.09643993
479,480,15797736,Smith,658,France,Male,29,4,80262.6,1,1,1,20612.82,0,0.018855631
480,481,15695585,Atkins,788,Spain,Male,34,6,156478.62,1,0,1,181196.76,0,0.030651808
481,482,15744398,Burns,525,France,Female,23,5,0.0,2,1,0,160249.1,0,0.041358322
482,483,15750658,Obiuto,798,France,Male,37,8,0.0,3,0,0,110783.28,0,0.4978085
483,484,15578186,Pirozzi,486,Germany,Male,37,9,115217.99,2,1,0,144995.33,0,0.072666675
484,485,15676519,George,615,Spain,Male,61,9,0.0,2,1,0,150227.85,1,0.8278381
485,486,15637954,Lewis,730,France,Female,35,0,155470.55,1,1,1,53718.28,0,0.0060996413
486,487,15758639,Moran,641,France,Male,37,7,0.0,2,1,0,75248.3,0,0.009056419
487,488,15613772,Dalrymple,542,France,Male,39,3,135096.77,1,1,1,14353.43,1,0.23722696
488,489,15731744,Carslaw,692,France,Male,30,2,0.0,2,0,1,130486.57,0,9.502105e-06
489,490,15807709,Kirby,714,Germany,Female,55,9,180075.22,1,1,1,100127.71,0,0.46460292
490,491,15714689,Houghton,591,Spain,Male,29,1,97541.24,1,1,1,196356.17,0,0.011146963
491,492,15699005,Martin,710,France,Female,41,2,156067.05,1,1,1,9983.88,0,0.2239367
492,493,15624170,Tan,639,France,Female,38,4,81550.94,2,0,1,118974.77,0,0.16917506
493,494,15725679,Hsia,531,France,Female,47,6,0.0,1,0,0,194998.34,1,0.964003
494,495,15585865,Westerberg,673,France,Female,38,2,170061.92,2,0,0,134901.34,1,0.9201585
495,496,15804256,Hale,765,Germany,Male,36,8,92310.54,2,1,1,72924.56,0,0.015298963
496,497,15662403,Kryukova,622,France,Female,32,6,169089.38,2,1,0,101057.95,0,0.054541826
497,498,15733616,Sopuluchukwu,806,France,Male,40,5,80613.93,1,1,1,142838.64,0,0.03623241
498,499,15591995,Barry,757,Germany,Male,26,8,121581.56,2,1,1,127059.04,0,0.009993285
499,500,15677020,Selezneva,570,France,Female,58,8,0.0,1,0,1,116503.92,1,0.683159
500,501,15727688,Chizuoke,555,Spain,Male,32,4,0.0,2,1,1,54405.79,0,0.003980607
501,502,15715941,Lueck,692,France,Male,54,5,0.0,2,1,1,88721.84,0,0.08967647
502,503,15714485,Udinese,774,France,Male,60,5,85891.55,1,1,0,74135.48,1,0.99530536
503,504,15730059,Udobata,638,Spain,Male,44,9,77637.35,2,1,1,111346.22,0,0.016185254
504,505,15715527,Freeman,543,Spain,Female,41,4,0.0,1,0,0,194902.16,0,0.63436466
505,506,15576623,Outlaw,584,France,Male,31,5,0.0,2,1,0,31474.27,0,0.0046131015
506,507,15805565,Obiuto,691,Germany,Male,30,7,116927.89,1,1,0,21198.39,0,0.32635128
507,508,15677307,Lo,684,Germany,Female,40,6,137326.65,1,1,0,186976.6,0,0.37388098
508,509,15773890,Okechukwu,733,France,Male,22,5,0.0,2,1,1,117202.19,0,0.0095873475
509,510,15598883,King,599,Spain,Female,37,2,0.0,2,1,1,143739.29,0,0.0017498434
510,511,15568506,Forbes,524,Germany,Female,31,10,67238.98,2,1,1,161811.23,0,0.04499817
511,512,15761043,Macleod,632,Germany,Female,38,6,86569.76,2,1,0,98090.91,0,0.22529748
512,513,15782236,Gibbs,735,Spain,Male,34,5,0.0,2,0,0,71095.41,0,0.009365737
513,514,15593601,Isayev,734,France,Male,34,6,133598.4,1,1,1,13107.24,0,0.03565827
514,515,15682048,Pisano,605,France,Female,51,3,136188.78,1,1,1,67110.59,1,0.8887111
515,516,15746902,Belstead,793,Spain,Male,38,9,0.0,2,1,0,88225.02,0,0.011753023
516,517,15752081,Vassiliev,468,France,Female,56,10,0.0,3,0,1,62256.87,1,0.9441526
517,518,15781307,Schneider,779,Germany,Male,37,7,120092.52,2,1,0,135925.72,0,0.09314674
518,519,15775912,Mazzanti,698,France,Male,48,4,101238.24,2,0,1,177815.87,1,0.51029557
519,520,15745417,Knipe,707,France,Male,58,6,89685.92,1,0,1,126471.13,0,0.1080443
520,521,15671256,Macartney,850,France,Female,35,1,211774.31,1,1,0,188574.12,1,0.68433154
521,522,15653547,Madukwe,850,France,Male,56,7,131317.48,1,1,1,119175.45,0,0.26906437
522,523,15595766,Watts,527,Spain,Male,37,5,93722.73,2,1,1,139093.73,0,0.055385888
523,524,15742358,Humphreys,696,Germany,Male,32,8,101160.99,1,1,1,115916.55,0,0.044929832
524,525,15763274,Wu,661,France,Male,48,3,120320.54,1,0,0,96463.25,0,0.19577798
525,526,15786063,Chin,776,France,Female,31,2,0.0,2,1,1,112349.51,0,0.007159412
526,527,15600258,Chesnokova,701,France,Male,43,2,0.0,2,1,1,165303.79,0,0.00035202503
527,528,15573318,Kung,610,France,Male,26,8,0.0,2,1,0,166031.08,0,0.008654803
528,529,15653849,Lu,572,Germany,Female,48,3,152827.99,1,1,0,38411.79,1,0.6331214
529,530,15694272,Nkemakolam,673,France,Male,30,1,64097.75,1,1,1,77783.35,0,0.020707726
530,531,15736112,Walton,519,Spain,Female,57,2,119035.35,2,1,1,29871.79,0,0.01642543
531,532,15749851,Brookes,702,Spain,Female,26,4,135219.57,1,0,1,59747.63,0,0.03578192
532,533,15663478,Baldwin,729,France,Male,32,6,93694.42,1,1,1,79919.13,0,0.030950904
533,534,15592300,Mai,543,Spain,Male,35,10,59408.63,1,1,0,76773.53,0,0.1230039
534,535,15567832,Shih,550,France,Female,40,7,114354.95,1,1,0,54018.93,0,0.2577862
535,536,15776780,He,608,France,Male,59,1,0.0,1,1,0,70649.64,1,0.9965702
536,537,15592846,Fiorentini,639,Germany,Male,35,10,128173.9,2,1,0,59093.39,0,0.079233825
537,538,15739803,Lucciano,686,Spain,Male,34,9,0.0,2,1,0,127569.8,0,0.009633064
538,539,15794142,Ferreira,564,Germany,Female,62,5,114931.35,3,0,1,18260.98,1,0.9802859
539,540,15762729,Ukaegbunam,745,Germany,Female,28,1,111071.36,1,1,0,73275.96,1,0.25561765
540,541,15667896,De Luca,833,France,Male,37,8,151226.18,2,1,1,136129.49,0,0.03721419
541,542,15626578,Milne,622,France,Male,26,9,0.0,2,1,1,153237.59,0,0.0046032667
542,543,15776223,Davide,597,France,Female,42,4,64740.12,1,1,1,106841.12,0,0.1463939
543,544,15705953,Kodilinyechukwu,721,Spain,Male,51,0,169312.13,1,1,0,109078.35,1,0.99999166
544,545,15802593,Little,504,France,Female,49,7,0.0,3,0,1,87822.14,1,0.9980651
545,546,15615457,Burns,842,Spain,Female,44,2,112652.08,2,1,0,126644.98,0,0.37150848
